#  Non-editable header begin --------------------------------------------------------------------------------
# 
#  data format...............: continuous
#  setname...................: Neuroscan EEG data_elist
#  filename..................: 2042E1_DL2H99A2p5H55L_N47E63Tr_Dip.set
#  filepath..................: C:\UGO\GitHub\eeglab\sample_data\
#  nchan.....................: 99
#  pnts......................: 96996
#  srate.....................: 250
#  nevents...................: 61
#  generated by (bdf)........: 
#  generated by (set)........: Neuroscan EEG data_elist
#  reported in ..............: 
#  prog Version..............: 7.0
#  creation date.............: 22-Jul-2020 14:51:27
#  user Account..............: 
# 
#  Non-editable header end --------------------------------------------------------------------------------




# item	 bepoch	  ecode	            label	      onset	          diff	     dura	b_flags	   a_flags	  enable	    bin
#                                                 (sec)           (msec)     (msec)    (binary)   (binary)


50    	0     	    -88	             DIN	    307.5800	   6019.99	    0.0	    00000000     00000000	   1	[       ]
51    	0     	    -88	             DIN	    315.0480	   7468.02	    0.0	    00000000     00000000	   1	[       ]
52    	0     	    -88	             DIN	    322.5480	   7500.00	    0.0	    00000000     00000000	   1	[       ]
53    	0     	    -88	             DIN	    328.4160	   5867.98	    0.0	    00000000     00000000	   1	[       ]
54    	0     	    -88	             DIN	    336.2480	   7832.00	    0.0	    00000000     00000000	   1	[       ]
55    	0     	    -88	             DIN	    342.3120	   6064.03	    0.0	    00000000     00000000	   1	[       ]
56    	0     	    -88	             DIN	    348.4480	   6135.99	    0.0	    00000000     00000000	   1	[       ]
57    	0     	    -88	             DIN	    354.4080	   5959.99	    0.0	    00000000     00000000	   1	[       ]
58    	0     	    -88	             DIN	    360.6800	   6272.00	    0.0	    00000000     00000000	   1	[       ]
59    	0     	    -88	             DIN	    368.1440	   7464.02	    0.0	    00000000     00000000	   1	[       ]
60    	0     	    -88	             DIN	    373.8200	   5676.00	    0.0	    00000000     00000000	   1	[       ]
61    	0     	    -88	             DIN	    379.2360	   5415.99	    0.0	    00000000     00000000	   1	[       ]
